tmax,amplitude,width,collapse_score,integrity
1.0,6.60748185310478e-06,1.0,0.995477222648607,0.20393103402189888
3.0,0.0007581209475111539,1.0,0.9948683805854354,0.1219496813631258
6.0,0.004924567777811806,1.0,0.994894772932019,0.11879100311808494
12.0,0.00839493849842754,1.0,0.9941913512478432,0.11511792912389178
